id,name,description,detail,summary,category,price,brand,promotion,quantity,view,created_at,updated_at
58,Laptop Dell 15 DC15250 79N4M - Cũ Đẹp,"Mua ngay Laptop Dell 15 DC15250 79N4M cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR4
- Số khe ram: 2 khe (2 x 8GB, nâng cấp tối đa 16GB)
- Ổ cứng: 512GB SSD
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chói
- Pin: 3 cell, 41Wh
- Hệ điều hành: Windows 11
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core 3-100U
- Cổng giao tiếp: Thẻ SD / Cổng USB 2.0 / Cổng âm thanh đa năng / Cổng HDMI 1.4 / Cổng USB 3.2 thế hệ 1 / USB loại C","Mua ngay Laptop Dell 15 DC15250 79N4M cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,9190000,Dell,45,63,0,2025-06-05 13:55:52,2026-03-29 12:13:07
59,Laptop Dell 15 DC15250 I5U165W11SLU - Cũ Trầy Xước,"Mua ngay Laptop Dell 15 DC15250 I5U165W11SLU cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel UHD Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR4 2666MHz
- Số khe ram: 2 khe (1 x 16GB)
- Ổ cứng: 512GB SSD PCIe Gen4x4 (M.2 2230)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Màn hình chống chói
- Pin: Pin liền, 3-Cell Battery, 41WHr
- Hệ điều hành: Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-1334U (12MB Cache, Turbo Boost 4.6GHz)
- Cổng giao tiếp: 1x USB 3.2 Gen 1 1x USB 2.0 1x USB 3.2 Gen 1 Type-C 1x HDMI 1.4 1x Khe cắm thẻ SD 1x Cổng âm thanh đa năng","Mua ngay Laptop Dell 15 DC15250 I5U165W11SLU cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,12590000,Dell,2,186,0,2024-06-07 01:33:37,2026-03-29 12:13:07
60,Laptop Dell Latitude 5320 P138G001 - Cũ Trầy Xước,"Mua Laptop Dell Latitude 5320 P138G001 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel Iris Xe Graphics
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR4, 3200MHz
- Ổ cứng: 256GB SSD M2 PCIe NVMe
- Kích thước màn hình: 13.3 inches
- Công nghệ màn hình: Anti-Glare, 300 Nits
- Pin: 4 Cell 63Whr
- Hệ điều hành: Windows 10 Pro
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i7-1185G7 3.00 GHz upto 4.80 GHz/ 12 MB Intel® Smart Cache
- Cổng giao tiếp: 2 Thunderbolt 4, 1 USB 3.2 Gen 1 1 USB 3.2 Gen1 port with PowerShare, 1 HDMI 2.0","Mua Laptop Dell Latitude 5320 P138G001 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,8490000,Dell,2,66,0,2025-12-19 09:42:49,2026-03-29 12:13:07
61,Laptop Dell Vostro 3530 V5I3001W1 - Cũ Trầy Xước,"Mua ngay Laptop Dell Vostro 3530 V5I3001W1 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel® UHD Graphics
- Dung lượng RAM: 8GB
- Loại RAM: DDR4 2666MHz, 2 khe hỗ trợ RAM tối đa 16 GB
- Ổ cứng: 256GB SSD M.2 PCIE
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Chống chói Anti Glare, WVA
- Pin: 3 Cell 41WHr
- Hệ điều hành: Windows 11 Home + Office Home &amp; Student 2021
- Độ phân giải màn hình: 1080 x 1920 pixels (FullHD)
- Loại CPU: Intel Core i3-1305U (3.3GHz~ 4.5GHz) 5 Cores 6 Threads
- Cổng giao tiếp: 1 x USB 3.2 Gen 1 port1 x USB 2.0 port1 x USB 3.2 Gen1 Type-Cport1 x Universal audio1 x HDMI 1.41 x RJ45 Ethernet1 x Power-adapter","Mua ngay Laptop Dell Vostro 3530 V5I3001W1 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,7390000,Dell,2,87,0,2024-08-05 09:58:43,2026-03-29 12:13:07
62,Laptop Gigabyte Gaming A16 GA6H-CMHI2VN893SH - Cũ Trầy Xước,"Mua ngay Laptop Gigabyte Gaming A16 GA6H-CMHI2VN893SH cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 4050 (6GB of GDDR6 SDRAM, Bus Width: 96) Intel UHD Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 - 5200MHz
- Số khe ram: 2 khe (1 x 16GB, hỗ trợ nâng cấp tối da 64GB)
- Ổ cứng: 512GB SSD1 PCIe (M.2 2280) Gen4x4 2x M.2 SSD slots (Supports 2x PCIe NVMe M.2 SSD, Up to 4TB)
- Kích thước màn hình: 16 inches
- Công nghệ màn hình: Màn hình chống chóiĐộ phủ màu 45% NTSC
- Pin: 4 Cell Int (76.1Wh)
- Hệ điều hành: Windows 11 Home Single Language 64-bit
- Độ phân giải màn hình: 1920 x 1200 pixels (FullHD+)
- Loại CPU: Intel Core i7-13620H (10 cores) - Max Turbo Frequency: 4.90 GHz
- Cổng giao tiếp: 1 x USB 2.0 Type-A 2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C (hỗ trợ Power Delivery/DisplayPort) 1 x HDMI 1 x RJ45 (LAN) 1 x giắc cắm âm thanh kết hợp Tai nghe/Micrô 1 x SSD2 PCIe (M.2 2280)","Mua ngay Laptop Gigabyte Gaming A16 GA6H-CMHI2VN893SH cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,20890000,Gigabyte,45,22,0,2024-10-19 16:28:17,2026-03-29 12:13:07
63,Laptop Lenovo IdeaPad Slim 3 OLED 15IRH10 83K1002NVN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1002NVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel UHD Graphics
- Dung lượng RAM: 24GB
- Loại RAM: DDR5-4800
- Số khe ram: 2 khe (8GB Soldered DDR5-4800 + 16GB SO-DIMM DDR5-4800, tối đa 24GB)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)
- Kích thước màn hình: 15.1 inches
- Công nghệ màn hình: Độ sáng 500nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 600
- Pin: 60WhĐầu tròn 65W (3 chân)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 2560 x 1600 (WQXGA)
- Loại CPU: Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB
- Cổng giao tiếp: 2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn","Mua ngay Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1002NVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,16790000,Lenovo,0,86,0,2024-10-07 22:47:14,2026-03-29 12:13:07
64,Laptop Lenovo IdeaPad Slim 5 14IAH10 83NC0016VN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo IdeaPad Slim 5 14IAH10 83NC0016VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: Intel AI Boost, up to 13 TOPS
- Loại card đồ họa: Intel Arc 130T GPU
- Dung lượng RAM: 24GB
- Loại RAM: DDR5-4800
- Số khe ram: 2 khe (2x 12GB, tối đa 24GB)
- Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe
- Kích thước màn hình: 14 inches
- Công nghệ màn hình: Độ sáng 400nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500
- Pin: 60Wh, 65W USB-C Slim (Wall-mount)
- Hệ điều hành: Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: Intel Core Ultra 5 225H, 14 lõi (4P + 8E + 2LPE) / 14 luồng, Max Turbo up to 4.9GHz, 18MB
- Cổng giao tiếp: 1x USB-A (5Gbps / 3.2 Gen 1) 1x USB-A (5Gbps / 3.2 Gen 1), Luôn bật 2x USB-C (10Gbps / 3.2 Gen 2), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x Đầu đọc thẻ nhớ microSD","Mua ngay Laptop Lenovo IdeaPad Slim 5 14IAH10 83NC0016VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,16390000,Lenovo,0,104,0,2025-05-06 14:05:48,2026-03-29 12:13:07
65,Laptop Lenovo IdeaPad Slim 5 14IRH10 83HR0000VN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo IdeaPad Slim 5 14IRH10 83HR0000VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel UHD Graphics
- Dung lượng RAM: 16GB
- Loại RAM: SO-DIMM DDR5-5600
- Số khe ram: 2 khe (2x 8GB, nâng cấp tối đa 32GB)
- Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)
- Kích thước màn hình: 14 inches
- Công nghệ màn hình: Độ sáng 400nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500
- Pin: 60Wh, 65W USB-C Slim (Wall-mount)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB
- Cổng giao tiếp: 1x USB-A (5Gbps / 3.2 Gen 1) 1x USB-A (5Gbps / 3.2 Gen 1), Luôn bật 2x USB-C (5Gbps / 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 1.4b 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ nhớ microSD","Mua ngay Laptop Lenovo IdeaPad Slim 5 14IRH10 83HR0000VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,14590000,Lenovo,0,21,0,2025-05-31 20:21:19,2026-03-29 12:13:07
66,Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: AMD Radeon 680M Graphics
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR5x-6400 Onboard
- Số khe ram: Không nâng cấp
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD / M.2 2242 SSD lên đến 1TB)
- Kích thước màn hình: 15.1 inches
- Công nghệ màn hình: Độ sáng 500nits Độ phủ màu 100% DCI-P3 DisplayHDR True Black 600
- Pin: 70Wh, 65W USB-C Slim (Wall-mount)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 2560 x 1600 (WQXGA)
- Loại CPU: AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)
- Cổng giao tiếp: 1x USB-A (5Gbps / 3.2 Gen 1) 1x USB-A (5Gbps / 3.2 Gen 1), Luôn bật 2x USB-C (10Gbps / 3.2 Gen 2), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3,5 mm) 1x đầu đọc thẻ nhớ microSD","Mua ngay Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,15590000,Lenovo,0,38,0,2025-09-25 17:58:33,2026-03-29 12:13:07
67,Laptop Lenovo LOQ 15ARP9 83JC00HYVN - Cũ Trầy Xước,"Mua ngay Laptop Lenovo LOQ 15ARP9 83JC00HXVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W
- Dung lượng RAM: 24GB
- Loại RAM: SO-DIMM DDR5-4800
- Số khe ram: 2 khe (2x 12GB, nâng cấp tối đa 32GB DDR5-4800)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 100% sRGB G-SYNC
- Pin: 60Wh (Đầu mỏng 170W (3 chân))
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)
- Cổng giao tiếp: 3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4 1x HDMI 2.1, lên đến 8K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5mm) 1x Ethernet (RJ-45) 1x đầu nối nguồn","Mua ngay Laptop Lenovo LOQ 15ARP9 83JC00HXVN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,16090000,Lenovo,0,134,0,2025-08-10 23:07:21,2026-03-29 12:13:07
68,Laptop Lenovo LOQ 15IAX9E 83LK0079VN - Cũ Xước Cấn,"Mua ngay Laptop Lenovo LOQ 15IAX9E 83LK0079VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: AI-Powered Gaming PC
- Loại card đồ họa: NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1432MHz, TGP 65W, 142 AI TOPS
- Dung lượng RAM: 16GB
- Loại RAM: SO-DIMM DDR5-4800
- Số khe ram: 1 khe (1x 16GB, nâng cấp tối đa 32GB DDR5-4800)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 100% sRGB
- Pin: 57Wh135W Slim Tip (3-pin)
- Hệ điều hành: Windows 11 Home Single Language, English
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB
- Cổng giao tiếp: 2x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (5Gbps / USB 3.2 Gen 1), chỉ truyền dữ liệu 1x HDMI 2.1, lên đến 8K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5mm) 1x Ethernet (RJ-45) 1x Đầu đọc thẻ 1x Đầu nối nguồn","Mua ngay Laptop Lenovo LOQ 15IAX9E 83LK0079VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,15590000,Lenovo,0,7,0,2025-08-21 02:41:31,2026-03-29 12:13:07
69,Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA - Cũ Trầy Xước,"Mua ngay Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR5-5600
- Số khe ram: 2 khe (1 x 16GB, nâng cấp tối đa 64GB DDR5-5600)
- Ổ cứng: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 2280 SSD, dung lượng đến 2TB mỗi ổ)
- Kích thước màn hình: 16 inches
- Công nghệ màn hình: Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC
- Pin: 45Wh, 65W USB-C (3-pin)
- Hệ điều hành: Free OS
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB
- Cổng giao tiếp: 1x USB-A 1x USB-A, Luôn bật 1x USB-C (10Gbps), với USB PD 3.0 và DP 1.4 1x USB-C (Thunderbolt 4 / 40Gbps), với USB PD 3.0 và DP 2.1 1x HDMI 2.1, lên đến 4K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x RJ-45 1x Đầu đọc thẻ","Mua ngay Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,13490000,Lenovo,45,99,0,2025-05-24 03:17:50,2026-03-29 12:13:07
70,Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN - Đã Kích Hoạt,"Mua ngay Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Chip AI: Intel AI Boost, up to 11 TOPS
- Loại card đồ họa: Intel Arc Graphics
- Dung lượng RAM: 16GB
- Loại RAM: LPDDR5-6400
- Số khe ram: Onboard không nâng cấp
- Ổ cứng: 1TB SSD M.2 2242 PCIe 4.0x4 NVMe
- Kích thước màn hình: 14 inches
- Công nghệ màn hình: Độ sáng 400nits Độ phủ màu 100% DCI-P3EyesafeDolby VisionDisplayHDR True Black 500
- Pin: 65Wh, 65W USB-C Slim (Wall-mount)
- Hệ điều hành: Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024
- Độ phân giải màn hình: 1920 x 1200 pixels (WUXGA)
- Loại CPU: Intel Core Ultra 5 125H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB
- Cổng giao tiếp: 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Luôn bật 2x USB-C (Thunderbolt 4 / USB 4 40Gbps), với USB PD 3.1 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)","Mua ngay Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,20890000,Lenovo,0,114,0,2025-07-23 00:21:03,2026-03-29 12:13:07
71,Laptop MSI Cyborg 14 A13UDX-099VN - Cũ Đẹp,"Mua ngay Laptop MSI Cyborg 14 A13UDX-099VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Nvidia Geforce RTX 3050 6GB GDDR6 Intel Iris Xe Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 5200Mhz
- Số khe ram: 2 khe (2 x 8GB)
- Ổ cứng: 512GB M.2 PCIe NVMe Solid State Drive 1 khe PCIe 2280; Đã sử dụng 1 khe
- Kích thước màn hình: 14 inches
- Công nghệ màn hình: Độ phủ màu 100% sRGBMàn hình chống chói
- Pin: 3 cell, 53.5Whr
- Hệ điều hành: Windows 11 Home SEA
- Độ phân giải màn hình: 1920 x 1200 pixels (FullHD+)
- Loại CPU: Intel Core i7-13620H Gen 13th (tốc độ tối đa: 4.9GHz, 10 lõi / 16 luồng, 24MB Cache)
- Cổng giao tiếp: 1 x Type-C (USB3.2 Gen 2 / DP) 2 x Type-A USB3.2 Gen 1 1 x HDMI 2.1 (4K @ 60Hz) 1 x RJ45","Mua ngay Laptop MSI Cyborg 14 A13UDX-099VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,16290000,MSI,0,36,0,2024-04-09 00:48:47,2026-03-29 12:13:07
72,Laptop MSI Gaming Katana A15 AI B8VE-402VN - Cũ Trầy Xước,"Mua ngay Laptop MSI Gaming Katana AI B8VE-402VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6
- Dung lượng RAM: 16GB
- Loại RAM: DDR5-5600
- Số khe ram: 2 khe (Nâng cấp tối đa 64GB)
- Ổ cứng: 512GB SSD 2x M.2 (NVMe PCIe Gen4)
- Kích thước màn hình: 15.6 inches
- Pin: 3-Cell 53.5 Battery (Whr)
- Hệ điều hành: Windows 11 Home
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: AMD Ryzen R7-8845HS có kiến ​​trúc AMD XDNA
- Cổng giao tiếp: 1x Mic-in/Headphone-out Combo Jack 1x Type-C (USB3.2 Gen1 / DP) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45","Mua ngay Laptop MSI Gaming Katana AI B8VE-402VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,18590000,MSI,2,31,0,2024-05-17 13:32:20,2026-03-29 12:13:07
73,Laptop MSI Gaming Thin 15 B12UC-1416VN - Cũ Xước Cấn,"Mua ngay Laptop MSI Gaming Thin 15 B12UC-1416VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: Intel UHD Graphics + NVIDIA GeForce RTX 3050
- Dung lượng RAM: 8GB
- Loại RAM: DDR4 3200MHz
- Số khe ram: 2 khe (Máy nguyên bản 8GB, được tặng 8GB, tối đa 64GB)
- Ổ cứng: 1x 512GB M.2-2280 SSD slot (NVMe PCIe Gen4x4), Hỗ trợ nâng cấp: 1x 2.5&quot;&quot; SATA HDD
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ phủ màu 45% NTSCMàn hình chống chói
- Pin: 3-cell, 52.4WHr
- Hệ điều hành: Windows 11 Home
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-12450H
- Cổng giao tiếp: 1x Type-C (USB3.2 Gen1 / DisplayPort) 3x Type-A USB3.2 Gen1 1x HDMI (4K @ 30Hz) 1x RJ45 1x Mic-in 1x Headphone-out","Mua ngay Laptop MSI Gaming Thin 15 B12UC-1416VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,10990000,MSI,45,165,0,2025-09-29 18:19:34,2026-03-29 12:13:07
74,Laptop MSI Katana 15 B13UDXK-2213VN - Cũ Xước Cấn,"Mua ngay Laptop MSI Katana 15 B13UDXK-2213VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Loại card đồ họa: NVIDIA GeForce RTX 3050, GDDR6 6GB Intel Graphics
- Dung lượng RAM: 16GB
- Loại RAM: DDR5 5200Mhz
- Số khe ram: 2 khe (2 x 8GB, nâng cấp tối đa 64 GB)
- Ổ cứng: 1TB NVMe PCIe SSD Gen4x4 w/o DRAM, 2 khe đã sử dụng 1 khe
- Kích thước màn hình: 15.6 inches
- Công nghệ màn hình: Độ phủ màu 45% NTSC Màn hình chống chói
- Pin: 3 cell, 53.5Whr
- Hệ điều hành: Windows 11 Home SEA
- Độ phân giải màn hình: 1920 x 1080 pixels (FullHD)
- Loại CPU: Intel Core i5-13500H (Tốc độ CPU (Base): 3.5Ghz / Tốc độ CPU Tối đa (Turbo Boost): 4.7GHz / Bộ nhớ đệm: 18MB)
- Cổng giao tiếp: 1x Type-C (USB3.2 Gen1 / DP) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45","Mua ngay Laptop MSI Katana 15 B13UDXK-2213VN cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Laptop,15090000,MSI,45,165,0,2024-11-30 03:14:14,2026-03-29 12:13:07
